id	town	user	pop	latitude	longitude	code
994	"Karacsond"	699	3045	47.724233	20.031921	593
995	"Karad"	367	1473	46.69056	17.84166	526
996	"Karako"	70	186	47.116333	17.199498	1091
997	"Karakoszorcsok"	173	291	47.131409	17.28713	874
998	"Karancsalja"	311	1540	48.132477	19.75075	1862
999	"Karancsbereny"	223	911	48.187585	19.74449	2554
1000	"Karancskeszi"	330	1837	48.178445	19.67052	885
1001	"Karancslapujto"	597	2595	48.154097	19.734167	2104
1002	"Karancssag"	119	1192	48.11871	19.656228	2689
1003	"Karasz"	121	317	46.267212	18.317377	599
1004	"Karcag"	6616	19980	47.318125	20.923005	492
1005	"Karcsa"	308	1734	48.312023	21.793857	2121
1006	"Kardos"	126	608	46.791685	20.713365	2479
1007	"Kardoskut"	262	885	46.497195	20.698534	1217
1008	"Karmacs"	180	783	46.836085	17.17436	1804
1009	"Kartal"	1980	5888	47.668715	19.52983	3069
1010	"Kasad"	111	299	45.7783	18.399055	1746
1011	"Kaskantyu"	206	926	46.67179	19.38643	3060
1012	"Kastelyosdombo"	70	200	45.953289	17.616766	841
1013	"Kaszaper"	499	1963	46.45857	20.823025	2275
1014	"Katafa"	97	371	46.974315	16.63016	2662
1015	"Katoly"	101	290	46.058246	18.451544	1913
1016	"Katymar"	586	2060	46.03432	19.20886	1128
1017	"Kava"	206	614	47.355395	19.58838	2782
1018	"Kavas"	58	245	46.861335	16.70897	3206
1019	"Kazar"	287	1930	48.050114	19.856282	2838
1020	"Kazincbarcika"	12756	28664	48.252755	20.62286	669
1021	"Kazsmark"	132	959	48.27731	20.974975	1337
1022	"Kecel"	2792	8687	46.524645	19.25429	1978
1023	"Kecsked"	579	1947	47.522077	18.308448	452
1024	"Kecskemet"	50450	114226	46.904641	19.686635	2668
1025	"Kehidakustany"	332	1104	46.83396	17.107285	3290
1026	"Kek"	651	1936	48.115265	21.878925	2843
1027	"Kekcse"	267	1542	48.248983	22.002959	1435
1028	"Keked"	41	171	48.546164	21.349258	1526
1029	"Kekesd"	58	175	46.101295	18.472555	1680
1030	"Kekkut"	17	95	46.850605	17.55921	2603
1031	"Kelebia"	876	2583	46.197515	19.606955	2757
1032	"Kemecse"	1265	4736	48.076321	21.803533	1999
1033	"Kemence"	344	985	48.019755	18.893515	2234
1034	"Kemendollar"	170	510	46.90633	16.945014	2535
1035	"Kemeneshogyesz"	96	492	47.355785	17.2985	1973
1036	"Kemenesmagasi"	186	813	47.330576	17.210341	1224
1037	"Kemenesmihalyfa"	123	488	47.285794	17.115639	1342
1038	"Kemenessomjen"	164	577	47.293961	17.129379	2448
1039	"Kemenesszentmarton"	50	205	47.292376	17.166217	2008
1040	"Kemenesszentpeter"	158	632	47.42567	17.231509	1247
1041	"Kemes"	280	471	45.825428	18.099094	1054
1042	"Kenderes"	1219	4647	47.246575	20.674593	1714
1043	"Kenez"	67	268	47.203188	16.78156	257
1044	"Kenezlo"	259	1229	48.198028	21.530362	545
1045	"Kengyel"	784	3857	47.08338	20.334755	741
1046	"Kenyeri"	226	816	47.38342	17.091735	993
1047	"Kercaszomor"	61	196	46.78888	16.35237	2659
1048	"Kercseliget"	52	351	46.326245	18.0649	1438
1049	"Kerecsend"	323	2304	47.797059	20.347309	2807
1050	"Kerecseny"	31	255	46.628404	17.044572	3152
1051	"Kerekegyhaza"	1971	6300	46.93422	19.47544	2253
1052	"Kereki"	148	544	46.794851	17.911946	459
1053	"Kerekteleki"	229	673	47.516	17.9405	1099
1054	"Kerepes"	3436	10087	47.556964	19.278059	3416
1055	"Kerkabarabas"	53	271	46.679235	16.552798	2948
1056	"Kerkafalva"	34	112	46.7725	16.481228	1511
1057	"Kerkaszentkiraly"	78	242	46.49502	16.57552	957
1058	"Kerta"	159	592	47.163826	17.273008	2565
1059	"Kerteszsziget"	111	379	47.15434	21.06283	1261
1060	"Keszeg"	214	620	47.838024	19.242229	3141
1061	"Kesznyeten"	178	1900	47.9677	21.046865	2924
1062	"Keszthely"	10476	20895	46.765456	17.243345	1842
1063	"Kesztolc"	848	2668	47.712009	18.79718	2957
1064	"Keszu"	457	1284	46.015888	18.190491	383
1065	"Ketbodony"	145	476	47.936035	19.285385	1184
1066	"Ketegyhaza"	1029	4007	46.55151	21.187475	346
1067	"Kethely"	430	2297	46.64379	17.395485	1117
1068	"Ketpo"	178	682	47.071975	20.48098	1981
1069	"Ketsoprony"	432	1428	46.72052	20.886665	310
1070	"Ketujfalu"	151	673	45.97463	17.721765	857
1071	"Kety"	203	694	46.440159	18.524458	2173
1072	"Kevermes"	407	1937	46.41559	21.180475	3157
1073	"Kimle"	775	2195	47.827234	17.371236	1474
1074	"Kincsesbanya"	427	1526	47.26382	18.27452	234
1075	"Kirald"	187	834	48.237286	20.373189	3209
1076	"Kiralyegyhaza"	300	915	45.996695	17.965453	2055
1077	"Kiralyszentistvan"	109	457	47.109448	18.044735	542
1078	"Kisapati"	68	352	46.84233	17.467384	793
1079	"Kisapostag"	387	1414	46.894525	18.93219	1263
1080	"Kisar"	237	1054	48.058815	22.517423	1942
1081	"Kisbabot"	89	205	47.554255	17.413023	241
1082	"Kisbagyon"	105	440	47.822975	19.58728	2724
1083	"Kisbajcs"	174	855	47.74704	17.682979	2288
1084	"Kisbarapati"	132	412	46.606215	17.864355	2449
1085	"Kisber"	2418	5282	47.502143	18.027477	1733
1086	"Kisbodak"	115	354	47.895196	17.420833	781
1087	"Kisbucsa"	116	484	46.822028	16.940684	2137
1088	"Kiscsehi"	75	169	46.521345	16.67476	1624
1089	"Kisder"	40	127	45.938514	18.128302	1118
1090	"Kisdombegyhaz"	112	457	46.36937	21.100805	1883
1091	"Kisdorog"	195	735	46.390225	18.498152	1771
1092	"Kisfalud"	255	730	47.528414	17.089169	3369
1093	"Kisgorbo"	60	183	46.936409	17.157681	981
1094	"Kisgyalan"	50	194	46.42372	17.975766	482
1095	"Kisgyor"	330	1648	48.008915	20.688995	2284
1096	"Kishajmas"	36	204	46.202416	18.083249	683
1097	"Kisharsany"	156	550	45.85894	18.36422	2702
1098	"Kishartyan"	95	584	48.08433	19.707342	3340
1099	"Kishuta"	64	272	48.447503	21.480237	2887
1100	"Kiskore"	630	2653	47.495789	20.496189	1828
1101	"Kiskoros"	5163	14259	46.619968	19.28438	934
1102	"Kiskorpad"	192	928	46.36349	17.609545	1378
1103	"Kiskunfelegyhaza"	11225	29972	46.711035	19.845405	2029
1104	"Kiskunhalas"	11307	28427	46.430165	19.477815	3243
1105	"Kiskunlachaza"	3066	8988	47.181712	19.001885	1081
1106	"Kiskunmajsa"	3552	11766	46.49219	19.737005	2439
1107	"Kiskutas"	60	172	46.909279	16.797348	2031
1108	"Kislang"	715	2346	46.96227	18.384665	2899
1109	"Kisleta"	403	1842	47.834156	22.004128	2847
1110	"Kislippo"	73	280	45.83098	18.540575	2161
1111	"Kismanyok"	112	329	46.272395	18.471645	651
1112	"Kismarja"	244	1210	47.250915	21.818725	1547
1113	"Kismaros"	770	2151	47.82617	19.0128	3373
1114	"Kisnana"	224	993	47.851656	20.144692	1250
1115	"Kisnemedi"	181	717	47.739127	19.287653	522
1116	"Kisnyarad"	68	185	46.038661	18.563894	3321
1117	"Kisoroszi"	309	956	47.81081	19.01208	2985
1118	"Kispalad"	63	524	48.021897	22.836326	2930
1119	"Kisrakos"	43	194	46.85918	16.501085	1114
1120	"Kisrozvagy"	27	121	48.346565	21.939113	1144
1121	"Kissikator"	79	312	48.195127	20.13023	1470
1122	"Kissomlyo"	73	230	47.144084	17.100204	595
1123	"Kistarcsa"	4483	11975	47.545215	19.263305	3415
1124	"Kistelek"	2583	7020	46.46975	19.980155	3102
1125	"Kistokaj"	448	2121	48.04075	20.839846	1239
1126	"Kistormas"	80	331	46.50295	18.56308	386
1127	"Kistotfalu"	70	324	45.90833	18.310675	1074
1128	"Kisujszallas"	3908	11367	47.217888	20.756906	2591
1129	"Kisunyom"	84	415	47.144706	16.646502	250
1130	"Kisvarda"	9150	16473	48.226086	22.079449	926
1131	"Kisvarsany"	206	988	48.152184	22.294663	1267
1132	"Kisvejke"	75	406	46.381682	18.413857	3118
1133	"Kiszombor"	1252	3772	46.18751	20.428341	2666
1134	"Kiszsidany"	26	89	47.411722	16.63905	1548
1135	"Kisszallas"	623	2396	46.280228	19.490293	2815
1136	"Kisszekeres"	118	547	47.974565	22.6401	975
1137	"Klarafalva"	100	476	46.21912	20.32583	825
1138	"Kobleny"	65	227	46.295029	18.302311	2524
1139	"Kocs"	651	2561	47.605425	18.213265	251
1140	"Kocser"	430	1830	47.00241	19.92103	3277
1141	"Kocsola"	248	1225	46.530605	18.18041	2243
1142	"Kocsord"	716	2769	47.939905	22.387185	744
1143	"Koka"	1410	4431	47.483045	19.577485	3136
1144	"Kokad"	84	619	47.405681	21.931671	1745
1145	"Kokeny"	158	619	45.99984	18.205549	354
1146	"Kokut"	26	610	46.192662	17.578276	1374
1147	"Kolcse"	396	1257	48.051071	22.71773	1666
1148	"Kolesd"	431	1478	46.50872	18.587919	1046
1149	"Kolked"	227	1033	45.948601	18.7057	1789
1150	"Kolontar"	199	714	47.083925	17.475348	3018
1151	"Komadi"	1686	5172	47.00704	21.496335	216
1152	"Komarom"	8403	19729	47.744505	18.119295	544
1153	"Komjati"	40	254	48.54623	20.76096	1061
1154	"Komlo"	11577	25020	46.19024	18.26023	2640
1155	"Komlod"	283	1191	47.544868	18.256901	763
1156	"Komloska"	83	237	48.343035	21.46253	1655
1157	"Komoro"	499	1252	48.303482	22.114351	2714
1158	"Kompoc"	200	698	46.463902	19.867491	1380
1159	"Kompolt"	407	2098	47.74358	20.252825	2399
1160	"Kondo"	100	607	48.189572	20.640339	3249
1161	"Kondorfa"	86	530	46.89904	16.39054	1302
1162	"Kondoros"	1717	5201	46.760705	20.79303	1028
1163	"Kony"	1115	2613	47.630725	17.36156	1126
1164	"Konyar"	380	2010	47.320692	21.668993	2596
1165	"Kophaza"	636	2096	47.64029	16.644435	689
1166	"Koppanyszanto"	75	310	46.5925	18.111525	2118
1167	"Korlat"	48	295	48.379019	21.247021	2295
1168	"Kormend"	5538	11676	47.010891	16.60535	1353
1169	"Kornye"	1317	4461	47.5476	18.33144	3055
1170	"Korom"	101	1388	47.98737	20.953251	2660
1171	"Koronco"	543	2031	47.597065	17.528702	2463
1172	"Koros"	54	222	45.86716	18.08538	811
1173	"Koroshegy"	374	1593	46.834759	17.899929	1551
1174	"Korosladany"	1514	4582	46.96246	21.077271	1161
1175	"Korosnagyharsany"	103	550	47.004829	21.639629	1076
1176	"Korostarcsa"	860	2477	46.87648	21.030491	1290
1177	"Korostetetlen"	198	854	47.099159	20.02236	3297
1178	"Korosszakal"	220	814	47.017929	21.5886	3113
1179	"Korosszegapati"	170	882	47.039089	21.63632	894
1180	"Kosd"	682	2635	47.80126	19.17676	2768
1181	"Kospallag"	189	796	47.87412	18.93624	2467
1182	"Koszarhegy"	474	1620	47.09032	18.341165	3065
1183	"Koszeg"	4658	12055	47.390975	16.541165	1683
1184	"Koszegdoroszlo"	68	239	47.345612	16.541703	574
1185	"Koszegszerdahely"	157	498	47.340257	16.515287	2010
1186	"Kotaj"	1129	4532	48.045915	21.712215	2372
1187	"Kotcse"	114	502	46.751949	17.859119	1814
1188	"Kotegyan"	346	1355	46.738312	21.48637	680
1189	"Kotelek"	243	1571	47.331897	20.43779	1123
1190	"Kovacsvagas"	56	649	48.454313	21.528506	2854
1191	"Kovagoors"	175	802	46.849129	17.59901	2345
1192	"Kovagoszolos"	325	1262	46.0784	18.117005	1553
1193	"Kovagotottos"	53	311	46.085258	18.10116	699
1194	"Kovegy"	62	377	46.22353	20.68388	995
1195	"Koveskal"	101	371	46.881538	17.604811	2585
1196	"Kozard"	32	156	47.913506	19.617404	1384
1197	"Kozarmisleny"	2352	6109	46.033795	18.28907	633
1198	"Krasznokvajda"	116	424	48.46953	20.97068	1957
1199	"Kubekhaza"	380	1488	46.15416	20.27869	1441
1200	"Kulcs"	957	2728	47.052814	18.918478	3420
1201	"Kulsovat"	198	758	47.298038	17.227739	1614
1202	"Kunadacs"	295	1566	46.958489	19.294433	585
1203	"Kunagota"	718	2559	46.42726	21.056355	1604
1204	"Kunbaja"	489	1485	46.084	19.419085	604
1205	"Kunbaracs"	135	630	46.99107	19.392015	772
1206	"Kuncsorba"	129	585	47.12747	20.55418	525
1207	"Kunfeherto"	756	2014	46.36152	19.413625	2902
1208	"Kungos"	163	506	47.06485	18.173969	406
1209	"Kunhegyes"	2484	7483	47.369815	20.630765	2256
1210	"Kunmadaras"	1162	5295	47.42802	20.79239	2317
1211	"Kunpeszer"	164	649	47.064735	19.280336	3191
1212	"Kunszallas"	530	1640	46.764055	19.753865	3189
1213	"Kunszentmarton"	2894	8373	46.84158	20.286615	3250
1214	"Kunszentmiklos"	2759	8515	47.0263	19.122805	2813
1215	"Kunsziget"	523	1256	47.739905	17.51772	3162
1216	"Kup"	127	459	47.248235	17.46826	2654
1217	"Kurd"	368	1206	46.448174	18.314945	2050
1218	"Kurityan"	329	1598	48.313482	20.620858	1181
1219	"Kustanszeg"	121	509	46.781175	16.67806	1947
1220	"Kutas"	290	1434	46.329755	17.453625	2885
1221	"Kutaso"	31	100	47.947262	19.541001	1945
1222	"Labatlan"	1930	4992	47.750157	18.486032	1525
1223	"Labod"	379	1960	46.202645	17.451905	2829
1224	"Lad"	164	542	46.14435	17.647355	1625
1225	"Ladanybene"	482	1694	47.03324	19.454795	578
1226	"Lajoskomarom"	644	2110	46.84203	18.337035	750
1227	"Lajosmizse"	3606	11073	47.02595	19.558205	1767
1228	"Lakhegy"	143	490	46.945325	16.835745	3379
1229	"Lakitelek"	1543	4452	46.87913	19.994365	620
1230	"Lakocsa"	108	545	45.896435	17.69174	1104
1231	"Lanycsok"	1032	2489	46.003346	18.627558	3333
1232	"Laskod"	285	957	48.054303	22.043539	2129
1233	"Latrany"	373	1358	46.74521	17.74734	1486
1234	"Lazi"	201	570	47.465288	17.837318	437
1235	"Leanyfalu"	1145	3706	47.715372	19.088683	3080
1236	"Leanyvar"	657	1724	47.68144	18.77001	2548
1237	"Lebeny"	1248	3159	47.736035	17.390495	3366
1238	"Legend"	92	435	47.878725	19.310545	3039
1239	"Legyesbenye"	294	1516	48.157147	21.155426	1166
1240	"Leh"	77	473	48.290375	20.98047	353
1241	"Lenarddaroc"	50	289	48.14791	20.371975	703
1242	"Lengyel"	155	537	46.377985	18.367405	2441
1243	"Lengyeltoti"	881	3227	46.666878	17.64213	2667
1244	"Lenti"	3719	7971	46.623477	16.542869	1257
1245	"Lepseny"	918	3029	46.996095	18.24492	726
1246	"Lesencefalu"	68	303	46.845758	17.347648	1757
1247	"Lesenceistvand"	274	959	46.870038	17.36128	2196
1248	"Lesencetomaj"	225	1084	46.85595	17.36077	1787
1249	"Letavertes"	1822	7090	47.382473	21.892755	576
1250	"Letenye"	1531	4053	46.433298	16.722504	1212
1251	"Letkes"	292	1138	47.885107	18.77699	2268
1252	"Level"	732	1777	47.897323	17.20918	1923
1253	"Levelek"	949	2911	47.965215	21.986216	3097
1254	"Lickovadamos"	55	196	46.746245	16.76946	305
1255	"Liget"	105	419	46.234805	18.19211	1760
1256	"Lipot"	233	675	47.86221	17.463445	1622
1257	"Lippo"	187	446	45.86253	18.569965	2297
1258	"Liszo"	72	404	46.366915	17.005135	2502
1259	"Liter"	654	2044	47.100795	18.01189	455
1260	"Litke"	88	834	48.210593	19.595441	487
1261	"Locs"	24	131	47.403662	16.810797	2908
1262	"Lokoshaza"	473	1762	46.427319	21.23094	2120
1263	"Lokut"	100	497	47.20687	17.86301	1885
1264	"Lonya"	161	650	48.315785	22.271675	2609
1265	"Lorev"	50	318	47.1141	18.89966	914
1266	"Lorinci"	1654	5880	47.737907	19.676811	3040
1267	"Lothard"	57	254	46.001925	18.355297	3138
1268	"Lovas"	158	438	46.99297	17.95992	556
1269	"Lovasbereny"	848	2669	47.3058	18.55891	1911
1270	"Lovaszi"	355	1205	46.558165	16.556675	2816
1271	"Lovaszpatona"	262	1077	47.438115	17.63269	508
1272	"Lovo"	466	1443	47.503601	16.78076	3119
1273	"Lovopetri"	114	441	48.185791	22.196091	799
1274	"Lucfalva"	117	604	48.031065	19.690575	2019
1275	"Ludanyhalaszi"	218	1588	48.135025	19.524795	277
1276	"Ludas"	172	809	47.7352	20.09096	1579
1277	"Lukacshaza"	240	1061	47.32946	16.58408	1402
1278	"Lulla"	62	200	46.792697	18.023633	1001
1279	"Mad"	741	2128	48.190325	21.276525	390
1280	"Madaras"	926	2924	46.05881	19.26048	2335
1281	"Madocsa"	657	1881	46.689174	18.956709	2933
1282	"Magloca"	25	96	47.663985	17.276798	2644
1283	"Maglod"	4528	11989	47.44308	19.349955	1092
1284	"Magocs"	792	2388	46.351359	18.227626	681
1285	"Magosliget"	58	246	48.055105	22.862415	2998
1286	"Magy"	230	920	47.939735	21.982145	1662
1287	"Magyaralmas"	386	1537	47.29262	18.325985	2767
1288	"Magyaratad"	189	826	46.467057	17.90015	1042
1289	"Magyarbanhegyes"	566	2374	46.45703	20.96386	2790
1290	"Magyarboly"	351	948	45.841275	18.492475	2517
1291	"Magyarcsanad"	298	1458	46.169799	20.611238	596
1292	"Magyardombegyhaz"	54	201	46.380015	21.0736	1153
1293	"Magyaregregy"	209	717	46.251704	18.308153	2975
1294	"Magyaregres"	138	645	46.461465	17.77542	2537
1295	"Magyargec"	116	868	48.08319	19.603135	2696
1296	"Magyargencs"	109	495	47.374542	17.291568	2637
1297	"Magyarhertelend"	209	627	46.189513	18.152994	543
1298	"Magyarhomorog"	265	868	47.021205	21.548185	368
1299	"Magyarkeresztur"	193	430	47.523729	17.167636	1391
1300	"Magyarkeszi"	285	1230	46.748538	18.224706	601
1301	"Magyarlak"	183	731	46.952359	16.349214	322
1302	"Magyarnandor"	247	1135	47.96759	19.348246	3240
1303	"Magyarpolany"	213	1133	47.167815	17.54455	2043
1304	"Magyarsarlos"	80	297	46.041267	18.352953	2706
1305	"Magyarszecsod"	91	435	47.033245	16.647895	1728
1306	"Magyarszek"	427	1085	46.1966	18.19677	2260
1307	"Magyarszentmiklos"	68	276	46.54027	16.93578	290
1308	"Magyarszerdahely"	107	517	46.55489	16.93564	1306
1309	"Magyarszombatfa"	53	269	46.758245	16.362395	2542
1310	"Magyartelek"	92	216	45.946833	17.982443	438
1311	"Majoshaza"	461	1591	47.262776	18.999209	1075
1312	"Majs"	385	939	45.907387	18.600118	2786
1313	"Makad"	348	1217	47.088105	18.931565	439
1314	"Makkoshotyka"	118	869	48.358891	21.516733	1960
1315	"Maklar"	554	2398	47.80507	20.413662	2769
1316	"Mako"	10645	23573	46.215335	20.47467	735
1317	"Malomsok"	156	508	47.452435	17.394095	361
1318	"Malyi"	1344	4111	48.015429	20.822935	2739
1319	"Malyinka"	121	475	48.15522	20.494353	1491
1320	"Mandok"	1213	4188	48.322287	22.190149	1782
1321	"Manfa"	234	843	46.159189	18.239465	3392
1322	"Many"	787	2403	47.528263	18.654266	2349
1323	"Maraza"	36	177	46.07588	18.50871	2992
1324	"Marcali"	5012	11567	46.587957	17.409841	1850
1325	"Marcalto"	174	763	47.4346	17.365335	2222
1326	"Mariahalom"	210	658	47.626995	18.70687	2263
1327	"Mariakalnok"	483	1692	47.859097	17.321662	1228
1328	"Mariakemend"	170	588	46.027074	18.461872	1448
1329	"Marianosztra"	310	913	47.864068	18.871814	457
1330	"Mariapocs"	513	2042	47.87882	22.02554	1965
1331	"Markaz"	504	1748	47.826603	20.058623	1654
1332	"Marko"	394	1209	47.121011	17.81251	3221
1333	"Markotabodoge"	159	443	47.684151	17.308559	677
1334	"Marok"	160	431	45.870037	18.515489	2065
1335	"Marokpapi"	139	477	48.146397	22.511943	3322
1336	"Maroslele"	635	2047	46.266895	20.342345	1051
1337	"Martely"	453	1359	46.471624	20.234203	2573
1338	"Martfu"	2550	6435	47.017855	20.285625	262
1339	"Martonfa"	73	205	46.115585	18.372995	222
1340	"Martonvasar"	2290	5811	47.315325	18.78991	465
1341	"Martonyi"	49	374	48.468865	20.768462	202
1342	"Mateszalka"	8835	16957	47.955835	22.324925	1887
1343	"Matetelke"	163	499	46.164435	19.277405	2780
1344	"Matraballa"	188	714	47.985075	20.020065	1996
1345	"Matraderecske"	330	1839	47.950151	20.082655	1487
1346	"Matramindszent"	144	798	47.983373	19.933373	2007
1347	"Matranovak"	388	1686	48.036575	19.977178	1937
1348	"Matraszele"	159	1007	48.054185	19.894535	2433
1349	"Matraszentimre"	87	465	47.909277	19.876733	2904
1350	"Matraszolos"	243	1588	47.959093	19.683164	433
1351	"Matraterenye"	308	1740	48.014364	19.97068	3352
1352	"Matraverebely"	305	2069	47.97456	19.777805	3010
1353	"Matyasdomb"	163	723	46.920665	18.349545	1694
1354	"Matyus"	46	275	48.282564	22.279171	2066
1355	"Maza"	358	1226	46.279495	18.408465	3375
1356	"Mecseknadasd"	547	1509	46.22482	18.465466	1344
1357	"Mecsekpoloske"	105	412	46.223461	18.20887	1140
1358	"Mecser"	233	589	47.79721	17.476875	2735
1359	"Medgyesbodzas"	198	1026	46.517505	20.96086	2076
1360	"Medgyesegyhaza"	1204	3691	46.497895	21.031665	3012
1361	"Medina"	177	805	46.473349	18.64451	3056
1362	"Megyaszo"	473	2722	48.187245	21.05424	2176
1363	"Meggyeskovacsi"	142	704	47.16382	16.8696	2576
1364	"Mehkerek"	550	2033	46.776627	21.447298	2393
1365	"Mehtelek"	148	673	47.93226	22.848465	2979
1366	"Melykut"	1575	5081	46.213735	19.379375	1601
1367	"Mencshely"	52	261	46.94554	17.69744	2713
1368	"Mende"	1390	4204	47.42876	19.451885	369
1369	"Mera"	294	1731	48.349793	21.142764	2561
1370	"Merges"	32	75	47.60194	17.44337	2038
1371	"Merk"	405	2073	47.78866	22.38008	746
1372	"Mernye"	314	1380	46.505462	17.818783	2363
1373	"Mersevat"	180	564	47.289797	17.205376	1480
1374	"Mesterhaza"	38	146	47.373795	16.863155	3187
1375	"Mesteri"	58	229	47.226775	17.084805	1572
1376	"Mesterszallas"	167	691	46.95715	20.4304	3023
1377	"Meszes"	28	157	48.438125	20.79662	1175
1378	"Meszlen"	66	217	47.33276	16.699991	3283
1379	"Mesztegnyo"	309	1360	46.49658	17.42278	1610
1380	"Mezobereny"	3653	10896	46.82369	21.028857	1962
1381	"Mezocsat"	1575	5891	47.82223	20.903065	1383
1382	"Mezocsokonya"	237	1247	46.43059	17.64094	3085
1383	"Mezofalva"	1389	4677	46.93241	18.77911	1755
1384	"Mezogyan"	233	1042	46.86856	21.522074	420
1385	"Mezohegyes"	1748	4994	46.320081	20.813452	1187
1386	"Mezohek"	64	317	46.995345	20.390705	2628
1387	"Mezokeresztes"	910	3803	47.830232	20.689396	1132
1388	"Mezokomarom"	220	905	46.82671	18.28961	568
1389	"Mezokovacshaza"	2179	6049	46.407115	20.92374	3032
1390	"Mezokovesd"	5771	16538	47.80827	20.567949	1943
1391	"Mezolak"	252	1031	47.3288	17.37264	2356
1392	"Mezonagymihaly"	223	1032	47.810205	20.73567	1837
1393	"Mezonyarad"	487	1532	47.848797	20.672848	1174
1394	"Mezoors"	256	1008	47.570869	17.878309	1281
1395	"Mezopeterd"	132	533	47.168021	21.623912	3103
1396	"Mezosas"	146	591	47.10983	21.566238	1884
1397	"Mezoszemere"	191	1232	47.747905	20.518715	2508
1398	"Mezoszentgyorgy"	345	1309	46.992001	18.277201	657
1399	"Mezoszilas"	515	2068	46.811925	18.482374	2903
1400	"Mezotarkany"	274	1575	47.72002	20.478815	3166
1401	"Mezotur"	5844	17337	47.002935	20.62847	426
1402	"Mezozombor"	398	2378	48.1533	21.256835	344
1403	"Mihalyfa"	142	386	46.979022	17.18563	213
1404	"Mihalygerge"	131	559	48.195625	19.632748	1322
1405	"Mihalyhaza"	181	742	47.306331	17.340734	466
1406	"Mihalyi"	412	1051	47.514801	17.095794	2198
1407	"Mike"	121	599	46.24194	17.52693	2090
1408	"Mikebuda"	161	690	47.15991	19.61301	2446
1409	"Mikepercs"	1096	4434	47.440007	21.63527	2421
1410	"Miklosi"	64	222	46.64764	17.99661	3337
1411	"Mikofalva"	180	720	48.056235	20.31598	3128
1412	"Mikohaza"	126	576	48.462251	21.599283	2425
1413	"Mikosszeplak"	50	317	47.034792	16.980354	3059
1414	"Milejszeg"	65	347	46.788775	16.737445	266
1415	"Milota"	198	816	48.104135	22.77951	3175
1416	"Mindszent"	2520	6685	46.525665	20.17983	2155
1417	"Mindszentgodisa"	292	870	46.223357	18.059804	1628
1418	"Misefa"	110	303	46.806195	16.98419	475
1419	"Miske"	461	1656	46.446764	19.031635	3063
1420	"Miskolc"	74385	166823	48.105625	20.790556	3045
1421	"Miszla"	73	272	46.63395	18.48612	281
1422	"Mocsa"	554	2108	47.669441	18.182282	2693
1423	"Mocseny"	95	367	46.25833	18.591736	3334
1424	"Mogyorod"	2377	6335	47.596312	19.236269	1778
1425	"Mogyorosbanya"	285	896	47.727723	18.603258	2825
1426	"Mogyoroska"	34	78	48.37623	21.325839	1096
1427	"Moha"	153	549	47.244685	18.3315	2571
1428	"Mohacs"	8676	18604	45.992	18.692135	2395
1429	"Mohora"	144	944	47.999334	19.345947	2791
1430	"Molnari"	123	689	46.384886	16.831057	2101
1431	"Monaj"	38	223	48.307738	20.935668	901
1432	"Monok"	288	1558	48.208762	21.153361	782
1433	"Monor"	6788	18395	47.350135	19.44669	1055
1434	"Monosbel"	81	416	48.032815	20.330926	3156
1435	"Monostorapati"	326	1075	46.922064	17.550858	2404
1436	"Monostorpalyi"	533	2136	47.387925	21.775585	2589
1437	"Monyorod"	72	182	46.010768	18.477749	1602
1438	"Mor"	6024	14255	47.374479	18.214426	1848
1439	"Moragy"	194	706	46.215372	18.642986	2070
1440	"Morahalom"	2115	6067	46.21676	19.88927	434
1441	"Moricgat"	92	479	46.62301	19.682635	3409
1442	"Morichida"	257	807	47.515265	17.416645	255
1443	"Mosdos"	237	1013	46.35812	17.9847	3134
1444	"Mosonmagyarovar"	15920	32720	47.875617	17.268191	478
1445	"Mosonszentmiklos"	989	2282	47.73214	17.42459	3367
1446	"Mosonszolnok"	596	1676	47.852669	17.174797	2814
1447	"Mozsgo"	135	1043	46.112455	17.848975	2954
1448	"Mucsfa"	93	387	46.356762	18.422612	1362
1449	"Mucsi"	110	454	46.42679	18.398722	702
1450	"Mucsony"	545	3095	48.282331	20.662611	2154
1451	"Muhi"	155	533	47.976742	20.929899	215
1452	"Murakeresztur"	412	1757	46.362875	16.877325	2521
1453	"Muraszemenye"	97	648	46.476369	16.624181	3398
1454	"Murga"	26	53	46.461285	18.487305	1891
1455	"Murony"	410	1228	46.761322	21.041227	1198
1456	"Nabrad"	219	871	48.0055	22.44275	1921
1457	"Nadap"	156	540	47.258015	18.618844	2759
1458	"Nadasd"	327	1302	46.966145	16.61194	671
1459	"Nadasdladany"	545	1749	47.137368	18.240281	1390
1460	"Nadudvar"	3193	8768	47.430069	21.160992	2810
1461	"Nagocs"	159	677	46.664055	17.95803	1590
1462	"Nagyacsad"	127	643	47.36422	17.37511	2355
1463	"Nagyalasony"	126	480	47.231155	17.35658	2797
1464	"Nagyatad"	5447	10734	46.229575	17.36174	1794
1465	"Nagybajcs"	238	935	47.764952	17.687392	236
1466	"Nagybajom"	784	3431	46.393417	17.50133	2165
1467	"Nagybakonak"	72	403	46.553014	17.043689	1276
1468	"Nagybanhegyes"	431	1129	46.458735	20.90358	2602
1469	"Nagybaracska"	614	2181	46.040845	18.90153	2595
1470	"Nagybarca"	171	1049	48.248615	20.529755	2918
1471	"Nagybarkany"	70	650	47.996625	19.701815	1639
1472	"Nagybereny"	312	1347	46.798123	18.163718	2906
