id	town	user	pop	latitude	longitude	code
2520	"Zalaszentbalazs"	229	812	46.588832	16.918199	1856
2521	"Zalaszentgrot"	2665	6473	46.94288	17.08003	3252
2522	"Zalaszentgyorgy"	146	431	46.871391	16.703461	3313
2523	"Zalaszentivan"	293	1037	46.89115	16.897845	260
2524	"Zalaszentjakab"	58	329	46.48213	17.128385	1809
2525	"Zalaszentlorinc"	62	310	46.91488	16.87958	1330
2526	"Zalaszentmihaly"	344	973	46.73014	16.950235	1844
2527	"Zalata"	86	278	45.80899	17.89117	2512
2528	"Zalatarnok"	181	681	46.700905	16.75767	2968
2529	"Zalaujlak"	12	112	46.558	17.079205	938
2530	"Zalavar"	204	915	46.668773	17.155083	1373
2531	"Zalaveg"	109	370	47.007185	17.0254	1705
2532	"Zamardi"	872	2363	46.88021	17.916385	600
2533	"Zamoly"	598	2216	47.318665	18.41374	3024
2534	"Zanka"	440	927	46.879564	17.673609	2082
2535	"Zarank"	90	410	47.642221	20.103979	2344
2536	"Zavod"	72	293	46.393875	18.415295	1430
2537	"Zebegeny"	433	1173	47.800055	18.908885	1496
2538	"Zemplenagard"	115	722	48.361742	22.070227	3160
2539	"Zengovarkony"	197	414	46.173225	18.430867	1584
2540	"Zichyujfalu"	13	941	47.131925	18.67449	3426
2541	"Zics"	94	356	46.676342	17.977015	3305
2542	"Ziliz"	108	348	48.25066	20.79297	1927
2543	"Zimany"	84	580	46.424827	17.913715	2761
2544	"Zirc"	3235	7096	47.263335	17.872351	2649
2545	"Zok"	145	277	46.010275	18.097413	1220
2546	"Zomba"	741	2047	46.409696	18.567264	2162
2547	"Zubogy"	170	577	48.38001	20.56938	1910
2548	"Zsadany"	396	1639	46.922835	21.48258	625
2549	"Zsaka"	438	1544	47.134164	21.43175	481
2550	"Zsambek"	2146	5480	47.54704	18.719176	2503
2551	"Zsambok"	704	2356	47.543705	19.60666	2203
2552	"Zsana"	260	752	46.379205	19.66038	1515
2553	"Zsarolyan"	122	388	47.951819	22.593094	2875
2554	"Zsebehaza"	106	127	47.51132	17.191095	1686
2555	"Zselicszentpal"	158	380	46.306375	17.821251	1749
2556	"Zsira"	233	782	47.459655	16.673471	462
2557	"Zsombo"	1285	3552	46.32708	19.970885	1776
2558	"Zsurk"	806	704	48.41031	22.217395	1303
